Name	Intensity 01_IKA_0h_batch5	Intensity 02_IKA_0h_batch6	Intensity 03_IKA_0h_batch7	Intensity 04_IKA_2h_batch1	Intensity 05_IKA_2h_batch3	Intensity 06_IKA_2h_batch4	Intensity 07_IKA_6h_batch1	Intensity 08_IKA_6h_batch3	Intensity 09_IKA_6h_batch4	Intensity 10_IKA_12h_batch1	Intensity 11_IKA_12h_batch3	Intensity 12_IKA_12h_batch4	Intensity 13_IKA_18h_batch1	Intensity 14_IKA_18h_batch3	Intensity 15_IKA_18h_batch4	Intensity 16_IKA_24h_batch1	Intensity 17_IKA_24h_batch3	Intensity 18_IKA_24h_batch4
Cars	22.37398132	23.8347997	18.61905931	21.76979427	23.24733766	23.5049431	23.33128655	23.30326682	21.80289969	18.61905931	18.61905931	20.20729083	21.08628138	23.37756006	23.85433729	21.12117177	20.50513699	18.61905931
Casp3	24.89490397	24.52844409	18.12449495	22.37236134	23.76759367	24.46088979	24.96815982	25.09422172	18.12449495	21.3005045	21.66830331	20.91801591	22.65792026	25.24445152	24.6768059	21.00792243	20.07221636	18.12449495
Cat	26.34423156	26.13439765	22.5723283	24.44398511	26.52187117	26.55739428	26.12526147	26.33084222	24.42476755	24.63644053	23.73943865	24.79203483	23.95393638	24.96525586	24.53058875	24.88366912	24.92093468	22.39254698
Cbx1	25.56482539	25.12293382	21.92614829	19.03321865	24.16507321	25.00045431	19.03321865	24.88241021	23.46151442	22.89912455	23.14100634	23.01960837	25.38393338	23.11521387	25.42515186	22.15326008	19.03321865	19.03321865
Cbx3	27.77089835	27.3740145	24.62750672	24.51502748	28.67404644	29.01658949	28.82231924	29.39163533	27.34316429	26.88401863	27.55625438	26.26736979	26.55463065	27.30077329	26.3659466	26.88040299	27.09375846	24.76207744
Cbx5	25.57888308	24.85823223	21.36991466	24.28446831	26.75569995	26.61792902	26.95593258	27.76540741	25.51881353	25.14160669	25.46138952	25.31077363	25.38357089	26.79029559	26.4775987	25.23691899	25.52205083	22.75924535
Ccar1	23.0236745	20.31815882	21.17407962	22.75219687	23.25652315	22.62680521	21.92132522	15.31486643	20.08277796	15.31486643	15.31486643	18.36632221	24.10133326	23.04079538	22.56873827	18.56707224	21.30541163	18.54611824
Cct2	29.47882944	29.29596591	26.37069299	26.77479872	30.05788586	30.139559	30.81871301	30.97841973	29.23249306	27.55457211	28.68023106	28.14875081	27.53519491	27.59227761	27.37558954	27.59690449	27.8501337	25.3513771
Cct3	29.63453772	29.06943067	27.01892533	26.54247529	29.719618	29.82849125	30.17390907	30.7139116	29.04679433	27.76888112	28.50047472	27.93038462	26.92388382	27.46591036	27.65635525	27.53771465	27.42766336	25.24966845
Cct4	29.09730468	28.77300712	27.20536417	26.79041989	29.05909868	29.26197011	29.68202434	30.14892047	28.39202447	27.29824049	27.94514249	27.9530483	27.59733084	28.42754348	27.63505692	27.04228676	27.10489592	24.6693094
Cct5	28.46971869	28.72074353	23.4665017	26.41000654	29.34210472	29.24945597	30.0383932	30.2511278	28.35182357	26.69842871	27.7573542	27.37749387	26.29817055	27.53215055	27.41908708	27.11306872	27.0561035	24.50245647
Cct6a	28.43356494	28.59804114	25.62848047	26.70569671	29.04061565	29.3164818	29.84057657	30.14163105	28.14292153	27.39599179	27.82989787	27.75238575	23.10381604	25.95960722	26.32154831	26.75366134	26.8595835	24.43186075
Cct7	29.03086377	28.98236953	26.24693554	26.45585169	29.19563579	29.48680956	29.58919071	30.07431385	28.1195639	27.5073347	28.27293172	27.91701207	27.47537375	27.19975965	26.67087664	26.65020419	26.98533158	24.46344904
Cct8	29.57251841	29.71756041	28.20978569	27.48300768	29.4979271	29.79380297	30.27630832	30.3666137	28.32135046	28.06999398	28.73065588	28.6931198	28.61596655	28.57452279	28.6101335	27.17121483	27.25322613	24.91264488
Cd79a	22.24048274	22.33071231	24.59354614	23.15727538	25.96971938	26.08691304	26.54127921	26.78855426	24.88338946	24.09353685	24.01248201	24.84038148	23.65741877	22.75187009	23.58577495	24.90007409	24.52270939	21.92397447
Cd93	24.58014906	23.96895079	19.82164943	21.76761387	24.70693523	25.47988188	19.82164943	23.81645949	19.82164943	22.62408504	19.82164943	23.12215183	20.57052282	22.80616884	22.4821984	22.6918534	22.29047115	20.3882696
Cd97	19.6021914	19.6021914	19.6021914	21.04453553	25.67930505	23.65272246	24.39538717	24.77046993	21.98067653	22.23818079	21.78847461	20.3321065	22.48333065	22.42352425	19.6021914	22.66003333	22.48691847	19.6021914
Cdc37	26.3343419	25.79605189	26.65662802	23.99912125	27.37127481	27.20666876	28.04270424	28.06440243	25.74475974	24.35649066	26.19080339	25.10896817	26.61484394	25.98226615	25.47800006	24.61357996	24.24966845	22.48143485
Cdc42	25.84620484	25.73337391	22.94395846	24.96172805	25.89573613	25.97939048	25.57701085	26.42431906	25.17987569	23.89504269	23.00142538	23.52264953	24.40125922	25.93179397	25.69689114	24.42194616	24.73169192	21.95836863
Cdc5l	22.11082482	23.11446741	21.41266081	22.73574607	24.70456267	24.34658353	25.17976182	25.09502705	23.29080859	23.15231641	22.62644876	23.11616625	21.26745195	22.85511712	20.02688541	22.5042885	23.24810535	20.02688541
Cdk1	26.15982931	26.25943554	22.59714326	22.42383197	24.97862703	25.72863344	26.23617087	26.77291276	24.290668	23.58164378	24.58543113	24.42643215	23.03855333	25.15174372	23.76880542	23.54639618	23.12025433	21.23093047
Cdk2;Cdk3	23.76627979	24.44928519	18.87267488	19.41073703	22.5300767	22.43456104	23.77976584	23.780567	21.47293472	18.87267488	18.87267488	20.36046133	20.47090111	23.24230131	22.74114765	19.25762264	18.87267488	18.87267488
Cdk6	25.28876865	24.6467481	20.74394357	22.45106015	26.57715496	26.85424216	27.34612697	27.77077236	25.05104925	23.34082372	24.95832437	24.94489683	23.1000662	24.96336073	21.75698788	23.53552125	23.84861836	21.19622509
Cdv3	23.96225777	25.44505931	20.90506964	21.70112875	26.34150254	26.34556876	25.69675851	26.53532842	24.25753057	24.14615969	23.68880522	25.05050964	20.90506964	20.90506964	20.90506964	22.33892132	22.82559081	20.90506964
Celf2	24.40516068	24.97079472	20.47931451	20.47931451	25.69264104	24.6224326	26.52559452	26.90012017	23.51038655	21.83159487	24.42835046	22.56127489	20.47931451	22.05284927	21.43359359	23.40353636	24.24270835	21.2049651
Cenpv	16.48097949	19.41449944	19.43662615	21.92052587	24.99645142	25.16859684	25.31399374	25.83578771	23.20350215	21.88468478	21.56425557	21.73512627	22.23558305	19.14345297	16.48097949	24.24901736	24.28862786	22.0651321
Cfl1	30.43718166	30.39886843	28.96711001	28.76692424	30.17271755	30.55480994	30.38236742	30.99212941	29.74728808	28.96757729	29.39744103	29.55068808	30.47169661	30.37357899	29.60188845	28.62404459	28.81301907	26.41512641
Chchd2	25.36151923	25.26610109	19.84404982	20.82057477	23.7612152	24.76936047	24.25154771	24.83513714	23.5605754	23.53148141	24.14117789	25.06862118	19.84404982	24.96939003	23.97867066	21.94563815	22.06342142	19.84404982
Chchd3	26.93021541	26.47904925	23.12871055	23.97622497	25.47100658	26.42298879	25.13371199	25.7876579	23.98711132	24.49234465	23.42431906	23.94565601	25.5013938	25.37248756	24.48351518	24.69641363	24.65610971	21.59144747
Chd4	25.61736859	25.58373953	20.34429591	23.16541062	26.44684263	26.55237489	27.19507253	27.42710385	25.57963129	23.05447316	24.97574408	24.23461865	25.4652565	24.88952959	25.72707579	24.5155088	24.76131667	21.66209984
Chmp4b	25.94069176	25.5885225	18.94131703	22.17791585	25.06915406	24.01103202	23.97193501	23.65578226	21.96465674	22.26373226	21.26011784	23.01685724	18.94131703	25.27312742	25.00178614	22.39362089	22.76745223	18.94131703
Chordc1	26.52217059	26.4324662	18.51726185	22.64218217	24.48615742	23.62934239	25.48157651	25.78304279	20.890671	24.02394517	24.35555005	25.4844989	24.1940769	23.59023707	25.32868698	22.19457292	22.80642454	20.36826346
Chtop	24.02512875	24.59752976	22.98245331	23.741806	25.91961697	26.23235124	25.86121756	26.24955995	24.61790101	23.00042852	23.5653485	23.09263392	25.42172149	25.53572887	24.50288132	24.0248752	23.86872461	20.98891486
Cisd1	24.78646188	24.93301054	20.76287835	20.76287835	25.97257056	26.15062089	26.91672741	26.83532993	24.71554898	24.62030844	25.10289551	25.40480349	22.49704389	22.67719315	22.91513683	25.11318798	24.53320567	22.07035028
Ckap5	25.15003978	23.96692855	15.86778549	20.68234656	24.31333645	23.71565371	24.45988983	24.46413489	23.15356935	21.15499112	20.94335043	15.86778549	15.86778549	15.86778549	22.45971477	21.79800183	22.09393976	19.72878081
Clic1	27.15614914	27.46933055	23.21729628	26.35967745	27.44774134	27.57535262	28.68835837	28.85394484	26.8003294	26.3390063	26.96091102	26.65239424	25.54933722	27.13025915	26.79290366	25.59721715	25.79575471	23.65173757
Clic4	26.22175334	24.78984802	19.920882	22.58086212	24.97989196	25.17295117	26.06985061	26.6443019	24.52450393	22.57604787	24.91816154	23.43923637	24.05125674	23.47803093	26.01484577	23.71973223	23.896614	21.22323106
Cltc	27.84571448	27.33994077	23.63776756	25.61065451	28.42985933	28.57600172	29.25867206	29.83608277	27.52738549	26.63533375	27.35354921	27.19657406	29.19987663	25.78234299	27.59882207	26.81188676	26.84816464	24.40529055
Cmpk1	23.05294874	23.00846966	20.69837572	22.13523958	24.28855746	24.80666053	25.67055252	25.74765623	23.66492291	22.47649901	23.56627799	23.34340153	24.44726841	24.49020357	23.81342893	23.25277514	23.28559751	20.9826622
Cmtm7	26.16813772	25.76473697	23.97570036	24.79352393	22.84733802	24.83460684	21.57763904	22.13476973	22.9786183	24.12486722	24.40639395	24.38007312	26.91376359	27.44892301	26.63297901	24.89605962	24.56900493	22.40449818
Cnn3	26.97508806	27.07958748	21.90683189	23.67260403	25.36325838	25.63500155	26.04641447	26.73246847	24.87689535	22.40859822	25.25997423	24.60019831	21.56750865	25.38834187	23.96780813	22.2638755	22.83026064	20.2905274
Cnpy2	23.25882478	23.27526064	19.2958048	19.2958048	23.85965459	24.08415764	23.67820381	24.44594336	22.50649355	22.74630355	21.06282878	22.37671257	19.2958048	23.66524829	23.62611451	22.34721908	21.95840403	20.42049484
Copa	25.06702135	24.75123675	16.84254678	21.32860481	26.82262315	25.83156588	26.68445094	26.78892758	24.36879631	23.75664183	23.85214771	23.82065267	16.84254678	23.70746193	23.52049304	24.31886217	24.572363	22.10347992
Copb1	22.12993699	22.11394306	19.29457139	19.29457139	25.54353764	24.52450393	26.36263988	26.37381542	21.7077568	21.92727015	23.74570879	22.76135725	19.29457139	19.29457139	19.29457139	22.68523728	23.55964222	20.13771164
Copb2	22.20532315	23.36839669	20.95872262	21.7366959	25.05390998	24.79188583	25.48231535	25.84520001	23.31368243	21.17163861	22.84402683	20.95872262	20.95872262	20.95872262	20.95872262	22.74482645	23.04129686	21.28438358
Cops3	19.72270749	18.9777383	20.53002906	22.22643924	22.72273667	22.96659416	24.57773123	24.34034835	22.19520397	21.09416534	18.9777383	18.9777383	22.76914857	18.9777383	18.9777383	21.10757213	21.36730383	18.99686514
Cops4	24.21170831	24.61279292	20.65831261	22.44050423	24.26076394	23.51701189	24.43758649	24.80055159	23.34082372	21.07162733	24.49826197	22.84103448	20.65831261	20.65831261	21.21969085	21.46911314	21.72292424	20.65831261
Cops7b	20.9013177	17.53427248	25.68888523	15.43404175	19.27859919	17.43338983	19.93732784	20.06104943	23.18922795	22.39207525	15.43404175	23.25312151	28.05439656	25.78999723	23.24897395	18.71317168	17.9562854	18.51464472
Coro1a	28.62596128	28.68905859	26.27460323	26.7224709	28.28511241	28.06388835	28.92382716	29.03938719	26.92127528	27.03307158	27.47923432	27.37418037	29.33306678	28.94740173	28.41094466	26.37074287	26.8086993	24.23972554
Coro1b	25.75569995	25.69221534	22.03325226	22.94797574	25.01962534	25.65676439	26.85221916	27.08375199	24.73148477	22.96186933	24.87773796	23.47926516	21.22228785	25.25526288	25.49463516	23.44404832	23.78616272	21.22228785
Coro1c	23.75592911	18.76467725	18.93850565	22.19835511	23.20360669	22.39996942	23.77555241	24.69795171	21.9447092	18.76467725	19.30556749	18.76467725	23.07193824	21.81889887	22.23715977	21.95386536	21.95322596	19.21662746
Coro7	24.40600461	24.72749133	18.12747046	22.82673545	24.16974399	24.80306727	25.47577573	25.7284518	23.78126765	21.95240854	22.24185052	21.4693616	18.12747046	22.42698233	22.68530145	21.02917937	22.09439088	18.92308951
Cox4i1	27.22084975	26.99884158	24.81597112	24.79852599	28.92744876	29.46429462	29.01948218	29.66030541	27.62784065	26.93674396	27.49602296	26.9616839	26.37202251	26.45946777	25.55698519	27.97169387	27.79624997	25.18491498
Cox5a	28.56303668	28.49075444	26.16365367	25.69269424	28.69640699	29.35262352	29.11147766	29.77269257	27.66587174	26.36748047	26.88087004	26.98010994	26.4445855	26.81360018	26.41614176	27.18470694	27.28268449	24.62416315
Cox5b	27.57686673	27.2570989	24.2471348	24.76035245	26.95748327	26.77127627	25.44515406	27.37732837	24.98646045	24.1647664	24.34759758	25.26284384	27.71397713	26.64223727	25.5172222	25.05299848	24.95318154	22.27022117
Cox6b1	26.26911912	25.98476681	18.25870404	18.25870404	24.42771131	23.51821323	24.57605941	25.13996877	19.79637871	22.33584501	23.0322267	24.48554338	21.93696856	25.70110231	25.85965459	23.21973515	23.54155986	21.49238133
Cox6c	27.45458157	27.22296953	26.81188676	23.61223049	27.85043181	28.41332765	27.91404884	28.17302744	26.50077102	25.79968735	25.23030019	26.00034685	26.17090932	26.14413791	26.09902686	26.58892275	26.20601661	23.56139144
Cox7a2	26.26549315	26.3949785	21.93765112	23.04074523	25.95777107	25.55578647	26.72351284	27.01126667	22.39793466	23.91925325	24.95801455	24.82619234	25.6486966	25.58832234	24.73189904	24.72910041	24.13335924	22.49482434
Cpne1	20.19916429	18.88205191	21.32959052	18.88205191	24.43160574	25.72497029	24.87051298	25.42470349	24.23564148	20.5306959	21.1676019	23.22048815	24.0918434	20.02742549	20.11018761	22.99121803	21.94320733	19.39930713
Cpsf6	25.67828442	24.96221364	21.19490351	22.8286928	24.60591622	23.12998414	26.11773234	26.46555233	24.20679916	22.63785598	22.67031479	21.46921253	25.43837994	26.06515264	25.0278726	22.88373437	23.29361758	21.19490351
Cr1l	21.39121002	19.01653084	16.52469474	21.7619456	24.11290969	24.34095951	23.32717982	24.66730735	16.52469474	21.55060589	22.59616518	22.60265809	20.44374488	21.65665529	20.99168515	20.57107859	21.00044571	19.50870007
Cs	28.42618418	28.41566641	24.7575068	25.86707546	28.27306515	28.58150731	28.88331953	29.11651828	26.89919832	26.40692912	27.22407427	27.49465041	25.78369229	27.44868675	27.40584236	26.90884849	26.90023536	24.04376826
Csde1	24.8888796	24.84962081	20.21821319	20.91604855	25.01682325	25.25659513	25.30969866	25.69346548	22.96865203	19.58532568	23.15196044	18.45999986	18.45999986	23.63511229	22.63748014	21.60729419	21.95907653	19.04508239
Cse1l	31.02141625	30.7917244	27.80667283	28.22549997	26.30384163	25.87244005	33.25053497	32.30478719	24.97039979	24.32861851	24.28404463	28.6574801	29.14615483	31.41160138	29.41350924	30.43866944	24.02132093	30.61876926
Csk	22.51038655	23.83836298	21.09866954	22.61730693	24.3273169	25.27990723	25.73389105	26.14337901	23.22435032	23.08791664	23.7842666	23.84297254	21.09866954	21.62689431	21.09866954	23.3273169	23.42636816	21.09866954
Csnk1a1	20.72808326	19.99824333	19.78055899	20.35767227	20.43063631	19.53455747	19.12764678	19.86299445	15.67286728	15.67286728	15.67286728	16.50825903	20.22940561	21.07946135	19.46171924	17.26086442	17.93830463	15.67286728
Csrp1	22.81495478	22.01437333	17.02648022	17.02648022	22.6217845	19.26810334	24.47555929	24.06866218	17.02648022	22.55159187	22.36188061	23.54639618	17.02648022	19.18553364	20.78915152	19.70499108	20.10085223	18.00063826
Cstf2	23.66340348	24.19557947	21.5957328	22.92598537	23.83286993	23.41596453	23.72660817	24.32099771	20.80230809	21.75148195	21.62876413	22.64875693	23.90490432	23.58588953	23.92088926	17.28220159	17.28220159	17.28220159
Cwc15	18.31349423	18.31349423	20.38279287	21.72321597	23.08506588	23.24019156	21.40390037	24.276823	22.44606961	22.01780885	18.31349423	18.31349423	24.7280625	23.03375636	20.81432899	21.48487992	21.16324673	18.31349423
Cyb5a	25.57899821	25.03556968	23.63986618	23.44808807	27.61428231	27.25988446	28.85522289	29.15303486	25.49804888	25.85640482	27.03464652	26.90506505	24.862164	25.84100568	25.86424397	26.32025752	26.42193011	23.90499617
Cyb5b	24.49075444	24.36899608	22.15872432	21.84402683	27.54635202	28.61168191	27.45654117	27.9587005	26.14522691	24.24553994	25.82718626	24.30758106	23.81470058	24.71649127	25.01005032	25.87602881	26.05982072	22.8810288
Cyb5r3	25.05870656	24.77434631	22.89694653	21.90657503	24.54733796	24.08861228	24.26585079	24.7810675	22.63803281	20.04500237	21.56815839	20.83792046	23.50869523	24.60337144	23.94100532	22.26439105	23.07667535	19.77486104
Cycs	24.56981621	24.67540664	20.34830024	23.6847452	27.31691332	27.63761556	27.35203413	27.59626473	25.20183586	25.54939597	25.46951687	25.43068097	24.0180976	25.42700791	25.4428152	25.10585513	25.56007973	23.09029337
Cyfip2;Cyfip1	25.85808992	26.01324906	18.31172171	21.9671221	25.09115739	25.34830699	25.38043649	25.55525988	24.12163026	23.33769703	22.48686938	22.85608657	24.04693481	24.94587922	24.57427014	21.71120651	20.77571315	18.31172171
Cyp51a1	19.37062782	19.37062782	22.1643828	22.37832767	24.33674408	21.59263405	24.05274979	24.77077236	19.37062782	21.22081285	20.85954085	19.37062782	24.58720662	24.48775271	22.77239432	21.88016942	22.43707846	19.46563017
D10Jhu81e	19.01094327	23.61425422	20.58536236	19.26910841	23.39165581	20.97126849	22.39121002	21.1436398	19.16530941	22.12189897	20.9863476	23.03553612	24.14662585	19.28104708	19.01094327	19.08233619	19.01094327	20.2905274
D10Wsu52e	25.81994653	25.9099015	22.07577813	23.08632998	26.81200922	26.86514121	26.95460209	27.6367171	25.59582384	24.75271751	25.20523364	24.62153859	24.50136343	25.78838001	24.9850275	24.61492817	24.79535838	22.14765088
Dad1	26.35194991	26.36603	23.2727004	23.86211669	24.88441463	24.44309986	25.17942015	25.95940823	20.57800775	23.51267874	21.66774046	24.15900161	23.2831969	25.27358989	24.78206798	22.81872337	22.19376116	20.57800775
Dars	27.32628848	27.41207606	23.36212148	25.31406291	27.15614914	27.12267715	28.26458971	28.42642415	25.23724731	25.8398531	26.31703412	26.02955853	22.62424125	25.26863737	25.90616671	24.73773793	24.86358248	23.23409235
Dazap1	23.27341203	22.36738382	20.34028043	22.10046729	25.02550897	23.46637723	24.08082793	24.64218217	22.80270252	22.79125989	20.57984992	20.96726285	20.34028043	20.34028043	23.20182838	21.56945699	22.50317258	20.34028043
Dbnl	25.35097262	25.09844466	23.70429882	23.85794759	24.73520893	24.86542443	25.41438459	26.00303093	24.41506192	22.57205068	24.08836965	23.09105245	26.43066502	26.06428935	25.57960252	23.11580125	23.46138952	21.02863994
Dcps	22.51612225	23.93445108	21.07802829	22.49071772	24.97250482	25.077083	25.29186261	24.73283071	22.55449892	22.67755879	22.18492255	23.9735124	24.68715054	24.78146778	24.73044858	22.22417365	23.01728214	20.5274541
