miRNA	I.0.1	I.0.2	I.0.4	I.2.1	I.2.2	I.2.4	I.6.1	I.6.2	I.6.4	I.12.1	I.12.2	I.12.4	I.18.1	I.18.2	I.18.4	I.24.1	I.24.2	I.24.4
mmu-miR-22-3p	12.78198865	12.61797258	13.01756497	12.50893622	12.48460786	12.43976755	12.71384513	12.50497326	12.79288474	13.0124584	12.98248897	12.73689897	13.23910734	13.30460312	13.33514003	13.71732648	13.65686812	13.8149315
mmu-miR-23a-5p	2.783940436	2.886464337	2.628483877	1.726628599	2.28019604	2.646086076	2.591068759	2.342437456	1.493630197	1.159855017	1.484051459	2.064670485	1.257081338	1.339460268	0.960026091	1.232657168	1.642910216	0.925187162
mmu-miR-23a-3p	11.05133319	11.20055279	10.9749691	10.84660188	11.03392065	11.38232702	11.72200336	11.24027496	11.21725568	10.4636288	11.16784715	11.580438	10.72438457	10.667671	11.26788881	11.40517382	11.26533318	10.84282359
mmu-miR-24-2-5p	10.90331793	10.72025704	10.54175951	10.5746954	10.77437528	11.31377496	11.21461495	10.56248819	10.6866241	9.975379805	10.07350258	10.62110461	9.987331329	9.980934536	10.19678683	10.12750639	10.13942291	9.676720363
mmu-miR-26a-5p	13.48234164	13.68263934	13.68562912	13.6266433	13.74616982	13.96076513	13.87038666	13.82581621	13.87532011	14.00168858	14.18974449	14.0183905	14.46856739	14.54851556	14.62492417	14.9855685	14.90754928	15.05672423
mmu-miR-26b-5p	10.88560311	10.95089781	11.41191132	10.99928184	11.15208393	10.49090306	10.76120422	11.12744797	10.90184627	11.41892804	11.20744492	10.84850776	11.29017708	11.13915335	11.17094531	10.71936371	11.06805137	11.29028946
mmu-miR-26b-3p	7.507070611	7.663340486	7.322915821	7.405250816	7.810920556	7.990387151	7.189745631	7.198438197	7.6558983	6.986685811	7.067351011	7.155006292	6.824984952	6.975003163	6.983083653	6.968372084	6.656729671	6.93593267
mmu-miR-29a-5p	3.53338126	3.429598459	3.186215819	3.092222936	3.738532077	4.125386015	4.126529956	3.53017213	3.501505473	3.085875035	3.310629867	3.948888917	3.471175181	3.819462662	4.099770276	4.62590854	4.33065656	3.726600213
mmu-miR-29a-3p	10.43353695	10.51543021	10.65367313	10.53153029	10.62882722	10.33509573	10.20991601	10.5039455	10.35968623	10.43222256	10.49313771	10.29468918	10.71299317	10.57021563	10.72001752	10.83129848	10.94537752	11.05192875
mmu-miR-29c-5p	1.31516139	1.20348444	0.892475955	1.6080189	1.165860067	1.366329809	0.901692972	1.307939427	0.781123166	1.319539202	0.894178325	2.367484459	1.596487036	1.719607588	2.183842169	2.508659186	2.070396533	1.756744823
mmu-miR-29c-3p	5.497919532	5.652354299	5.906601902	5.803602496	5.793284807	5.692958906	6.088718428	6.022422218	6.017965576	6.519174784	6.257117614	6.249489074	6.725859365	6.692774795	6.865998628	6.965837681	6.957765114	7.093136588
mmu-miR-27a-5p	8.203397887	8.305719844	7.945060884	7.292416076	7.734922067	7.970419298	7.369022296	6.863627521	7.395897017	6.882950774	6.51145469	6.775673964	6.788948794	6.851313434	6.723049574	7.091040571	7.033398079	6.535994285
mmu-miR-92a-2-5p	1.122729777	1.205176101	1.213645682	0.88921529	1.162433158	1.584074255	0.890444142	1.610052438	1.30143745	1.481799976	0.980278711	1.104695395	0.95544784	0.463924872	0.662365413	0.464311602	0.930357158	0.874001246
mmu-miR-92a-3p	12.29013049	12.38276673	13.06016746	12.83036795	12.70886935	12.29813819	11.63295122	12.39042212	12.33004646	12.75009092	12.5879957	12.03228849	12.28568357	12.59915499	12.39595167	11.47399096	11.87468255	12.44432052
mmu-miR-93-5p	13.85873712	13.88603445	13.93954064	13.7744752	13.96218	13.9816877	14.1161508	13.92852435	13.81271436	13.91493731	14.03808787	14.15845769	14.1642582	14.21916474	14.40990848	14.380844	14.47752061	14.43535866
mmu-miR-93-3p	3.974915099	4.352170287	4.056076904	4.107166955	4.12463709	4.198524678	4.120816962	3.859924884	3.942228506	4.643628998	4.280675688	4.113522346	4.672472743	4.711677402	4.363225169	4.893672416	4.484352916	4.562047474
mmu-miR-34a-5p	9.943408737	10.02615158	10.07715844	9.872972792	9.983044444	9.70696907	9.455075784	9.641079169	9.34293206	9.610567978	9.005714801	8.825178535	9.544342994	9.138522564	9.149673002	9.113314019	9.440552368	9.28124752
mmu-miR-34a-3p	4.535484032	5.268548511	5.188408965	5.026482958	4.523588587	3.483570305	3.059133764	4.057856549	3.625859564	4.288054366	3.762826289	3.398935382	3.363825665	3.473401261	3.109137708	3.020820329	3.478081627	3.069645851
mmu-miR-98-5p	11.50093536	11.76241885	11.58091515	11.68696341	11.72059038	11.52720424	11.5048895	11.56283089	11.56121143	11.77820633	11.53286214	11.34507205	11.85915264	11.96237828	11.88745496	11.91516366	11.94538632	11.94336859
mmu-miR-98-3p	6.47490925	6.90739022	6.14647164	6.416476286	6.551357277	7.595410557	7.886956535	6.914983947	7.197585073	5.866639879	6.83021012	7.61046669	6.266518754	6.155556131	6.79470076	7.032400532	6.894614583	5.873926343
mmu-miR-103-3p	12.73255933	12.72651319	12.43831351	12.41112826	12.75022329	13.12757827	13.16426171	12.68053866	12.72569069	12.64409765	12.83266407	13.10839387	12.92981806	13.13841584	12.91750562	13.36683393	13.20120255	12.77800948
mmu-miR-322-5p	8.937308005	8.904343688	8.4016024	8.404024507	8.821289194	9.972215972	10.20540443	8.925976904	9.320515931	8.334662279	8.995112753	10.11366621	9.176723975	9.261610015	9.464209779	10.44755696	10.18460624	9.459614331
mmu-miR-322-3p	4.674068053	4.501042775	4.585769361	4.882529214	4.388141474	4.095914818	4.137771458	4.841435244	4.328211113	4.879332622	4.662048995	4.443900863	4.936254074	4.960615669	4.607205976	4.329634057	4.66564279	5.118561071
mmu-miR-324-5p	7.941296954	7.698804805	7.594875392	7.639791447	7.270832101	7.414138163	7.858110623	7.706063231	7.271801196	7.4567883	6.791774709	7.887471859	7.386004705	7.014948696	7.903049039	7.390846826	7.693586347	6.940379911
mmu-miR-326-3p	7.026478496	6.798879045	7.034003292	7.921413887	6.667182948	6.215610199	6.868099224	7.667598741	6.545314136	6.804475927	6.203013324	6.574691055	6.451137721	6.490853908	7.175443822	6.432915899	6.477591491	7.143470545
mmu-miR-328-5p	1.656421743	1.939027994	1.327528595	1.740861992	1.552397223	1.651990561	1.236256554	1.577863258	1.654762214	1.841255899	1.455872178	2.119580853	1.740580413	2.283635269	2.047479611	1.48120072	1.619568789	2.328750816
mmu-miR-328-3p	6.924496473	7.111637554	6.750255201	7.417632646	7.1022082	6.279161035	6.658882198	7.327869374	7.007148426	7.240925619	7.250493286	6.757436108	7.306170794	7.429809966	7.278574373	7.348198047	7.317211553	8.100282125
mmu-miR-330-5p	5.191816056	5.008579546	5.14964699	5.342409871	5.386291258	5.626646143	5.453806589	5.392500941	5.230541994	5.051640986	5.117750805	5.249463166	4.891029761	4.998772537	5.263521036	4.902064167	5.467567667	5.372849053
mmu-miR-330-3p	4.17443766	4.310839191	3.725425659	4.328019041	4.063246699	4.106822577	4.664244386	4.316064807	4.688205088	3.921572566	4.337626362	4.270502732	4.215713226	3.866672296	4.056616703	4.384464556	4.815176674	4.220427845
mmu-miR-331-5p	3.534531996	3.824713861	3.733719158	3.997812849	3.6066724	3.436935233	3.929336251	3.84853065	3.300529117	3.810772031	3.678212794	2.693859135	4.084310826	3.973282209	3.566416137	3.779877635	3.195025368	3.576126383
mmu-miR-331-3p	7.10462111	7.052216993	6.803478836	7.663331414	7.082864249	6.026373191	7.34325725	7.316059655	6.866921603	7.37043349	6.954019734	6.689059662	5.78874045	5.296123905	6.683806068	5.94914037	6.082532742	5.867606396
mmu-miR-148b-5p	10.0182149	9.721011341	9.630668529	9.267846817	9.716892537	10.28320745	10.26770964	9.41697544	9.747142703	9.552928855	9.452220789	10.22973108	9.91241616	9.733035814	9.681558866	9.92848756	9.724463266	9.309778983
mmu-miR-148b-3p	10.95379605	11.2092754	10.92785934	10.90102499	11.17302295	10.69831942	11.44747833	11.08637684	11.1452094	10.94237001	11.01698119	11.08795639	10.83393033	10.80211942	11.41146666	11.28192116	11.32706463	10.84048953
mmu-miR-338-3p	1.668203472	1.423774209	2.138599274	1.321067286	1.637411996	2.910492595	1.949353081	1.984241131	2.617610368	1.88273933	2.01912776	2.323657125	1.780361945	2.259477862	2.233595679	2.253151159	2.744595367	2.064157267
mmu-miR-339-5p	6.099788593	6.199185012	6.09161643	6.679117429	6.435275598	5.822860803	5.731230302	6.454805249	5.952627654	6.154722185	5.786168108	5.685212451	5.521409946	5.690492948	5.867193686	5.126670678	5.497905762	5.821729891
mmu-miR-339-3p	6.235525526	5.567562619	6.23144253	6.61233313	6.28888857	5.977526451	5.606730436	5.909346162	5.579928992	5.851715262	5.57298631	5.274586633	5.283711335	4.837197723	5.184446799	4.519620656	4.487168404	4.608861206
mmu-miR-340-5p	12.85065444	12.8218751	13.03594179	13.03507511	13.09854985	12.59164919	12.7145795	13.11590323	12.94495526	13.25623906	12.6173338	12.79916877	13.03801044	13.15343953	13.24257621	12.75210264	13.05073108	13.18477584
mmu-miR-340-3p	4.709235478	4.706316286	4.578466001	4.723292545	4.768957882	5.303448565	4.956327619	4.650784971	5.080543625	4.620631877	5.201839221	4.982535855	4.749097653	4.351602642	5.294701184	5.320750337	4.889896271	4.836831682
mmu-miR-342-5p	1.391298869	0.780716105	1.599790275	1.454663446	1.826621214	1.307109577	1.721204559	1.765017047	1.362319309	2.210613675	1.714428997	1.846785261	1.692638348	2.092528197	1.978529934	2.194175163	1.850184206	1.586665974
mmu-miR-342-3p	7.299854475	7.22337512	7.526415258	7.075624895	7.437712067	7.434844023	7.260866812	7.343331684	7.313516495	7.517133399	7.883612302	7.625806807	8.156345545	8.117297904	8.173533371	8.681466028	8.490363235	8.207613433
mmu-miR-345-5p	7.370093406	7.254062863	7.478662134	8.040240142	6.833741174	6.12088453	6.909470441	7.558703359	6.230389983	7.082689884	6.468259463	6.395467638	6.89423952	6.706447955	7.063380104	6.608948065	6.519716953	6.262666374
mmu-miR-345-3p	5.009473513	5.409504151	4.618663564	4.442104267	4.436453251	5.74099583	5.324177772	4.268521363	4.580291628	3.96186511	4.241975685	5.714720549	4.609173189	4.690844588	4.617273857	5.497748726	4.741815408	4.267910899
mmu-miR-350-3p	5.076932388	5.146335525	5.366639777	5.089523716	5.39610956	5.729017978	4.891729337	5.548949788	5.144295664	4.800098807	5.024122665	5.576309041	5.877368332	6.597740721	6.008400728	7.202230238	6.461223127	6.627131889
mmu-miR-351-5p	10.91207693	11.0671707	10.34411562	10.39194242	10.92092914	11.89643473	11.82268681	10.88463794	11.3489903	10.3095609	11.31285983	11.99212172	11.20327408	11.57234135	11.34374456	12.11426514	12.02369792	11.35023903
mmu-miR-351-3p	2.593012739	2.487434634	2.062413559	2.564300215	2.522929691	1.825381327	2.212849338	2.230548873	2.125140388	2.686753771	2.401094516	3.044698653	3.094933088	2.98224926	2.118917549	2.67176612	2.394179579	2.264304498
mmu-miR-101b-3p	1.95648944	3.048079718	3.038392798	2.649470693	2.785723951	2.195329379	0.994151668	2.707406517	2.200900401	2.747968105	1.738756255	2.057055719	1.843837038	2.025330988	2.780243805	1.536008675	2.286319696	2.392733194
mmu-miR-107-3p	10.14958712	10.19444382	10.16439309	10.02340592	10.11106875	10.12367672	10.01976926	10.04520674	9.901642651	10.12022574	10.02912488	9.929271377	9.86304093	9.99967017	10.07743121	9.895349028	10.03754761	9.957447535
mmu-miR-10a-5p	18.2472553	18.39105738	17.7612866	16.88943061	17.80897816	19.26526355	19.03024062	17.58438417	18.36390128	16.03255186	17.6848145	19.29517786	17.0405483	17.57909441	17.66577772	18.27406198	17.9151901	17.05743555
mmu-miR-10a-3p	7.25995986	7.485608415	7.534140076	6.860096297	7.046486379	6.963203461	6.199117966	6.780345917	6.866307902	6.485931237	6.654868324	6.434232989	6.479628753	6.321715171	6.78957442	5.894240615	6.457074691	6.684762589
mmu-miR-17-5p	6.377502637	7.085307961	7.163479324	6.143380558	7.20843827	7.600865717	6.522132689	7.058558421	6.587580652	6.052152058	6.429514047	7.266247603	5.789340502	6.348777765	6.897588484	5.736473565	6.373495819	6.270542802
mmu-miR-17-3p	7.483181557	7.206066328	7.506139517	7.412090014	7.460258612	7.494464357	7.562618536	7.155644551	7.417660871	7.240128766	7.3369619	7.367603857	7.150095155	7.004406984	7.204007264	6.954317364	6.734060581	6.974848186
mmu-miR-19a-5p	4.24247002	4.254833494	4.157504719	3.893235077	3.901423795	4.581233729	4.928980909	3.919443616	4.466815489	2.936858746	2.910876193	4.718027489	3.048157815	3.258153821	3.556916428	3.435226185	3.837650791	3.299029914
mmu-miR-19a-3p	9.52564785	10.45365091	8.490444729	7.907615876	9.260195498	12.17115231	13.15254598	9.318701125	10.40393724	7.159203182	8.818960176	14.26445028	9.352445379	10.08871491	9.542415691	12.21949897	11.31619897	9.165119533
mmu-miR-25-5p	5.520418058	5.335265617	5.905168006	6.340670681	6.152538947	6.14404541	6.01437201	6.349015371	6.184790041	6.642282612	6.681195706	6.023449579	6.221809294	7.054058653	6.371226239	5.858961201	5.882279303	6.090167472
mmu-miR-25-3p	15.09135499	15.18937113	15.49120106	15.47869426	15.31510223	14.91831598	14.97304623	15.36855589	15.24167915	15.69996353	15.67155281	15.19686406	15.47281206	15.71191944	15.75351135	15.53132198	15.58896362	15.85466367
mmu-miR-28a-5p	7.05942212	6.783866253	7.300847691	7.119258507	6.852256588	6.700898843	6.640901186	6.96141196	7.091106821	7.306114855	7.285785598	6.562669741	7.008415055	7.175229117	7.288120625	6.821792944	6.929443348	7.501868435
mmu-miR-28a-3p	5.920872186	5.985350535	5.416413996	5.220842239	5.729875828	5.95944251	5.675656831	5.254033863	5.67805784	5.667957668	5.482483843	5.28501542	6.326809732	6.779286572	5.819266176	7.325381779	6.590062954	6.833587036
mmu-miR-32-5p	7.619292882	7.685599276	7.741639015	7.816703822	7.292723357	6.823198387	7.24626955	7.822734882	7.286970066	7.23381849	6.624756666	7.303850625	6.917346363	6.834000946	8.160768094	7.146653097	7.692368564	7.191682659
mmu-miR-32-3p	4.750901334	4.952964091	5.02825389	4.839410606	4.648767204	4.73376738	4.184323838	4.598699988	4.768637991	4.989507886	4.271213459	5.041835258	4.699320852	4.131857656	4.564137949	4.2084513	4.074631234	3.808609099
mmu-miR-100-5p	0.986517235	1.139391836	0.68697501	1.169588879	0.502625394	1.202344984	1.182915129	0.788412731	1.160274285	1.193274963	1.399469797	0.593960008	1.411656713	1.314085539	1.136227035	0.808512174	0.722000482	0.165601022
mmu-miR-139-5p	9.73626097	9.692576107	9.837569042	10.02429868	9.685529585	9.666217388	9.274204919	9.517434973	9.323008394	9.575279975	9.297679867	8.953036576	9.286334737	9.003073076	9.55404631	8.830407773	9.229782267	9.465014261
mmu-miR-139-3p	3.278612438	2.274709256	2.992146596	3.31778833	2.905881232	3.145392689	2.451952397	2.922578602	2.622249592	2.894461622	2.940874205	2.585869189	2.94563133	2.494953975	2.767408658	2.688974887	2.631562005	1.545264275
mmu-miR-200c-3p	4.874450508	5.477628332	4.42144098	5.022589432	4.994996327	5.304541345	4.903457523	4.881274314	4.684586444	4.538816292	4.870845082	4.596412242	4.636566519	4.597345645	4.434396802	5.093937704	4.585618761	4.312906115
mmu-miR-210-5p	8.562690535	9.472625254	6.688313773	9.428520653	9.626539561	8.980020574	9.711475427	9.974916792	10.45218276	9.123458137	9.29136336	8.803744675	7.126067085	7.436779982	6.490229034	5.040751163	5.224146749	6.06984947
mmu-miR-210-3p	10.7889919	11.16038197	9.928901915	11.21341585	11.29664751	10.5143421	10.87759094	11.292927	10.93656007	10.89714394	10.52327689	10.38844336	10.42362069	10.0946453	10.13441009	8.703934608	9.282254197	10.04675978
